parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
10854832,1,,,2.0,3.0,,8,2.0,,,1680.0,1680,,,,,06037,,2,,,,2,34156833,-118472488,5599.0,,,,,,0100,261,LAR1,060371414.001010,12447,3101,51906,96426,0.0,,,,1,,,1961.0,,,135133.0,336786.0,2016,201653.0,4078.71,,,60371414001010
10855062,,,,2.0,4.0,,8,2.0,,,1859.0,1859,,,,,06037,,2,,,,2,34158756,-118472589,7334.0,,,,,,0100,261,LAR1,060371414.001009,12447,3101,51906,96426,0.0,,,,1,,,1961.0,,,125104.0,341380.0,2016,216276.0,4216.79,,,60371414001009
10855085,1,,,3.0,3.0,,8,3.0,,,2015.0,2015,,,,,06037,,3,,,,2,34158219,-118469523,5940.0,,,,,,0100,261,LAR1,060371414.001007,12447,3101,27080,96412,0.0,,,,1,,,1946.0,,,230449.0,311569.0,2016,81120.0,3878.78,,,60371414001007
10855352,,,,2.0,2.0,,4,2.0,,,1140.0,1140,,,,,06037,,2,,,,7,34163668,-118462052,6753.0,,,,,,0100,261,LAR1,060371289.103005,12447,3101,27080,96412,0.0,,,,1,,,1939.0,,,133053.0,665277.0,2016,532224.0,8064.47,,,60371289103005
10855475,,,,2.0,3.0,,6,2.0,,,1245.0,1245,,,,,06037,,2,,,,7,34161856,-118457685,6756.0,,,,,,0100,261,LAR1,060371289.101006,12447,3101,27080,96412,0.0,,,,1,,,1939.0,,,580000.0,1107930.0,2016,527930.0,13344.7,,,60371289101006
10855751,,,,2.0,3.0,,6,2.0,,,1454.0,1454,,,,,06037,,2,,,,7,34158474,-118450483,5740.0,,,,,,0100,261,LAR1,060371289.101013,12447,3101,27080,96412,0.0,,,,1,,,1949.0,,,259193.0,786818.0,2016,527625.0,9575.77,,,60371289101013
10855774,,,,2.0,3.0,,6,2.0,,,1351.0,1351,,,,,06037,,2,,,,7,34160063,-118450631,6113.0,,,,,,0100,261,LAR1,060371289.102010,12447,3101,27080,96412,0.0,,,,1,,,1949.0,,,141800.0,710000.0,2016,568200.0,8986.74,,,60371289102010
10855912,,,,1.0,2.0,,4,1.0,,,2180.0,2180,,,,,06037,,1,,,,7,34160044,-118455815,6749.0,1,,,,1,0101,261,LAR1,060371289.101009,12447,3101,27080,96412,0.0,,,,1,,,1946.0,,,241720.0,371875.0,2016,130155.0,4528.23,,,60371289101009
10856211,,,,2.0,2.0,,6,2.0,,,1353.0,1353,,,,,06037,,2,,,,7,34164199,-118450643,5422.0,,,,,,0100,261,LAR1,060371289.102001,12447,3101,27080,96412,0.0,,,,1,,,1952.0,,,107961.0,269906.0,2016,161945.0,3265.96,,,60371289102001
10856310,1,,,4.0,5.0,,7,4.0,,,2955.0,2955,,,,,06037,,4,,,,2,34163672,-118454662,6750.0,1,,,,1,0101,261,LAR1,060371289.101004,12447,3101,27080,96412,0.0,,,,1,,,1936.0,,,806675.0,998838.0,2016,192163.0,12033.55,,,60371289101004
10856455,,,,2.0,2.0,,6,2.0,,,1967.0,1967,,,,,06037,,2,,,,2,34155770,-118463646,7800.0,1,,,,1,0101,261,LAR1,060371413.021015,12447,3101,27080,96412,0.0,,,,1,,,1941.0,,,161553.0,807771.0,2016,646218.0,8287.35,,,60371413021015
10856616,1,,,2.0,1.0,,8,2.0,,,1236.0,1236,,,,,06037,,2,,,,2,34156500,-118456000,28013.0,1,,,,1,010C,266,LAR3,060371413.031001,12447,3101,27080,96412,0.0,,,,1,,,1981.0,,,108918.0,174548.0,2016,65630.0,2093.72,,,60371413031001
10856775,,,,1.0,3.0,,4,1.0,,,1559.0,1559,,,,,06037,,1,,,,7,34154549,-118461168,6000.0,,,,,,0100,261,LAR1,060371413.021017,12447,3101,27080,96412,0.0,,,,1,,,1941.0,,,46302.0,231534.0,2016,185232.0,2822.65,Y,8,60371413021017
10857196,1,,,2.0,2.0,,8,2.0,,,1164.0,1164,,,,,06037,,2,,,,2,34154700,-118458000,13420.0,,,,,,010C,266,LAR3,060371413.022006,12447,3101,27080,96412,0.0,,,,1,,,1982.0,,,166602.0,370058.0,2016,203456.0,4518.09,,,60371413022006
10857280,1,,,2.0,2.0,,8,2.0,,,1047.0,1047,,,,,06037,,2,,,,2,34153600,-118455000,39727.0,1,,,,1,010C,266,LAR3,060371413.031000,12447,3101,27080,96412,0.0,,,,1,,,1971.0,,,144831.0,259953.0,2016,115122.0,3191.6,,,60371413031000
10857380,1,,,1.0,1.0,,8,1.0,,,848.0,848,,,,,06037,,1,,,,2,34153100,-118454000,83232.0,1,,,,1,010E,266,LAR4,060371413.031000,12447,3101,27080,96412,0.0,,,,1,,,1971.0,,,128936.0,330970.0,2016,202034.0,3938.01,,,60371413031000
10857480,1,,,3.0,5.0,,7,3.0,,,3215.0,3215,,,,,06037,,3,,,,2,34154255,-118452452,6361.0,1,,,,1,0101,261,LAR1,060371413.031000,12447,3101,27080,96412,0.0,,,,1,,,1987.0,,,342236.0,855591.0,2016,513355.0,10420.55,,,60371413031000
10857748,,,,1.0,2.0,,4,1.0,,,1231.0,1231,,,,,06037,,1,,,,7,34153100,-118450754,6499.0,,,,,,0100,261,LAR1,060371413.042005,12447,3101,27080,96412,0.0,,,,1,,,1940.0,,,227990.0,327943.0,2016,99953.0,4045.63,,,60371413042005
10857975,,,,0.0,0.0,,,,,,,,,,,,06037,,,,,,,34156013,-118448631,6254.0,,,,,,040V,248,LAR3,060371413.042001,12447,3101,27080,96412,0.0,,,,,,,,,,,3045750.0,2016,3045750.0,36415.62,,,60371413042001
10858668,1,,,2.0,2.0,,8,2.0,,,1289.0,1289,,,,,06037,,2,,,,2,34148100,-118442000,57110.0,1,,,,1,010C,266,LARD1.5,060371412.022002,12447,3101,27080,96424,0.0,,,,1,,,1971.0,,,132988.0,202310.0,2016,69322.0,2510.99,,,60371412022002
10858714,1,,,3.0,2.0,,8,3.0,,,1553.0,1553,,,,,06037,,3,,,,2,34148900,-118446000,29748.0,1,,,,1,010C,266,LARD1.5,060371412.022002,12447,3101,27080,96424,0.0,,,,1,,,1973.0,,,232702.0,301668.0,2016,68966.0,3631.07,,,60371412022002
10858737,1,,,3.0,3.0,,7,3.0,,,2140.0,2140,,,,,06037,,3,,,,2,34148600,-118445000,22470.0,1,,,,1,010C,266,LARD1.5,060371412.022002,12447,3101,27080,96424,0.0,,,,1,,,1989.0,,,185000.0,662000.0,2016,477000.0,7953.74,,,60371412022002
10858859,,,,1.0,3.0,,4,1.0,,,1295.0,1295,,,,,06037,,1,,,,7,34147716,-118447312,6802.0,,,,,,0100,261,LAR1,060371412.021004,12447,3101,27080,96424,0.0,,,,1,,,1925.0,,,65314.0,288156.0,2016,222842.0,3654.33,,,60371412021004
10858982,,,,4.0,3.0,,8,4.0,,,3185.0,3185,,,,,06037,,4,,,,2,34144950,-118440825,22225.0,1,,,,1,0101,261,LARE11,060371412.021002,12447,3101,27080,96424,0.0,,,,1,,,1942.0,,,759179.0,1154666.0,2016,395487.0,14106.32,,,60371412021002
10859051,1,,,3.0,2.0,,7,3.0,,,1347.0,1347,,,,,06037,,3,,,,2,34148500,-118440000,28939.0,1,,,,1,010C,266,LARD1.5,060371412.023003,12447,3101,27080,96424,0.0,,,,1,,,1974.0,,,120715.0,177899.0,2016,57184.0,2236.15,,,60371412023003
10859120,,,,2.0,2.0,,6,2.0,,,1696.0,1696,,,,,06037,,2,,,,7,34147533,-118438248,6997.0,,,,,,0100,261,LAR1,060371412.023002,12447,3101,27080,96424,0.0,,,,1,,,1938.0,,,132274.0,661396.0,2016,529122.0,8013.63,,,60371412023002
10859902,,,,2.0,3.0,,6,2.0,,,1202.0,1202,,,,,06037,,2,,,,7,34162477,-118435084,6060.0,,,,,,0100,261,LAR1,060371287.022003,12447,3101,27080,96424,0.0,,,,1,,,1948.0,,,171387.0,244887.0,2016,73500.0,3241.32,,,60371287022003
10860002,1,,,3.0,2.0,,6,3.0,,,1458.0,1458,,,,,06037,,3,,,,2,34160354,-118435297,5900.0,,,,,,0100,261,LAR1,060371287.022006,12447,3101,27080,96424,0.0,,,,1,,,1948.0,,,163163.0,247262.0,2016,84099.0,3004.94,,,60371287022006
10860063,1,,,2.0,4.0,,6,2.0,,,1500.0,1500,,,,,06037,,2,,,,2,34160451,-118438307,5992.0,,,,,,0100,261,LAR1,060371287.022002,12447,3101,27080,96424,0.0,,,,1,,,1948.0,,,189442.0,333979.0,2016,144537.0,4041.18,,,60371287022002
10860086,,,,1.0,3.0,,4,1.0,,,1152.0,1152,,,,,06037,,1,,,,7,34159656,-118437647,5899.0,,,,,,0100,261,LAR1,060371287.022007,12447,3101,27080,96424,0.0,,,,1,,,1948.0,,,32074.0,69121.0,2016,37047.0,868.79,,,60371287022007
10860673,1,,,2.0,3.0,,6,2.0,,,2216.0,2216,,,,,06037,,2,,,,2,34153177,-118434007,5699.0,,,,,,0100,261,LAR1,060371411.021005,12447,3101,27080,96424,0.0,,,,1,,,1948.0,,,138187.0,403172.0,2016,264985.0,4963.59,,,60371411021005
10860757,1,,,2.0,2.0,,8,2.0,,,1396.0,1396,,,,,06037,,2,,,,2,34152500,-118432000,41432.0,1,,,,1,010C,266,LAR3,060371411.021008,12447,3101,27080,96424,0.0,,,,1,,,1991.0,,,104977.0,351730.0,2016,246753.0,4303.15,,,60371411021008
10860910,1,,,3.0,2.0,,8,3.0,,,1207.0,1207,,,,,06037,,3,,,,2,34152900,-118438000,9265.0,,,,,,010C,266,LAR3,060371412.011005,12447,3101,27080,96424,0.0,,,,1,,,1980.0,,,117041.0,192000.0,2016,74959.0,2302.7,,,60371412011005
10861017,1,,,2.0,2.0,,6,2.0,,,1075.0,1075,,,,,06037,,2,,,,2,34150000,-118438000,63010.0,1,,,,1,010E,266,LAR3,060371412.011006,12447,3101,27080,96424,0.0,,,,1,,,1988.0,,,113808.0,165932.0,2016,52124.0,2063.81,,,60371412011006
10861322,1,,,3.0,3.0,,7,3.0,,,2473.0,2473,,,,,06037,,3,,,,2,34141673,-118434815,9106.0,,,,,,0100,261,LAR1,060371417.002000,12447,3101,27080,96424,0.0,,,,1,,,1977.0,,,353681.0,1011911.0,2016,658230.0,12330.18,,,60371417002000
10861345,1,,,4.0,3.0,,7,4.0,,,3575.0,3575,,,,,06037,,4,,,,2,34143814,-118436813,20198.0,1,,,,1,0104,261,LAR1,060371417.002000,12447,3101,27080,96424,0.0,,,,1,,,1953.0,,,429440.0,601822.0,2016,172382.0,7429.99,,,60371417002000
10861391,1,,,3.0,3.0,,7,3.0,,,3503.0,3503,,,,,06037,,3,,,,2,34141566,-118433288,18332.0,,,,,,0100,261,LAR1,060371417.002000,12447,3101,27080,96424,0.0,,,,1,,,1947.0,,,282564.0,361658.0,2016,79094.0,4814.75,,,60371417002000
10861529,,,,3.0,3.0,,8,3.0,,,2116.0,2116,,,,,06037,,3,,,,2,34141025,-118431219,7318.0,,,,,,0100,261,LAR1,060371417.002000,12447,3101,27080,96424,0.0,,,,1,,,1961.0,,,274490.0,847770.0,2016,573280.0,10440.75,,,60371417002000
10861552,,,,3.0,2.0,,7,3.0,,,2185.0,2185,,,,,06037,,3,,,,2,34144208,-118430910,15622.0,1,,,,1,0101,261,LAR1,060371417.001003,12447,3101,27080,96424,0.0,,,,1,,,1957.0,,,435589.0,1159183.0,2016,723594.0,14140.31,,,60371417001003
10862597,1,,,5.0,4.0,,9,5.0,,,4930.0,4930,,,,,06037,,5,,,,2,34132839,-118451010,81194.0,,,,,,0100,261,LARE40,060371416.001003,12447,3101,27080,96058,0.0,,,,1,,,1979.0,,,429313.0,658904.0,2016,229591.0,8287.76,,,60371416001003
10863121,1,,,3.0,2.0,,7,3.0,,,1285.0,1285,,,,,06037,,3,,,,2,34151100,-118460000,42597.0,1,,,,1,010C,266,LARD1.5,060371413.023009,12447,3101,27080,96412,0.0,,,,1,,,1986.0,,,170563.0,308028.0,2016,137465.0,3686.78,,,60371413023009
10863190,1,,,3.0,2.0,,8,3.0,,,1198.0,1198,,,,,06037,,3,,,,2,34150900,-118458000,21581.0,1,,,,1,010C,266,LARD1.5,060371413.023009,12447,3101,27080,96412,0.0,,,,1,,,1972.0,,,60240.0,85274.0,2016,25034.0,1039.48,,,60371413023009
10863512,1,,,2.0,2.0,,7,2.0,,,1518.0,1518,,,,,06037,,2,,,,2,34149100,-118451000,20412.0,1,,,,1,010C,266,LARD1.5,060371413.041004,12447,3101,27080,96412,0.0,,,,1,,,1978.0,,,102537.0,229562.0,2016,127025.0,2771.6,,,60371413041004
10863612,,,,1.0,3.0,,4,1.0,,,1506.0,1506,,,,,06037,,1,,,,7,34149025,-118454555,10739.0,,,,,,0100,261,LARE11,060371413.041006,12447,3101,27080,96412,0.0,,,,1,,,1947.0,,,115735.0,578691.0,2016,462956.0,7077.29,,,60371413041006
10863758,1,,,3.0,2.0,,6,3.0,,,1197.0,1197,,,,,06037,,3,,,,2,34148559,-118462214,5099.0,,,,,,0100,261,LARE11,060371413.023012,12447,3101,27080,96412,0.0,,,,1,,,1951.0,,,117374.0,556840.0,2016,439466.0,6730.14,,,60371413023012
10863881,1,,,3.0,5.0,,7,3.0,,,2893.0,2893,,,,,06037,,3,,,,2,34147489,-118451879,5330.0,1,,,,1,0101,261,LARE11,060371413.041005,12447,3101,27080,96412,0.0,,,,1,,,1968.0,,,447866.0,1074927.0,2016,627061.0,13004.31,,,60371413041005
10863950,1,,,3.0,2.0,,8,3.0,,,1644.0,1644,,,,,06037,,3,,,,2,34144116,-118454129,9346.0,,,,,,0100,261,LAR1,060371416.001007,12447,3101,27080,96412,0.0,,,,1,,,1940.0,,,255944.0,1066011.0,2016,810067.0,12883.4,,,60371416001007
10864567,1,,,2.0,2.0,,7,2.0,,,1901.0,1901,,,,,06037,,2,,,,2,34140207,-118458378,9868.0,1,,,,1,0101,261,LARE15,060371416.001003,12447,3101,27080,96412,0.0,,,,1,,,1953.0,,,280264.0,496347.0,2016,216083.0,6091.93,,,60371416001003
10864712,1,,,3.0,3.0,,8,3.0,,,2574.0,2574,,,,,06037,,3,,,,2,34137196,-118460128,30017.0,1,,,,1,0101,261,LARE40,060371416.001003,12447,3101,27080,96412,0.0,,,,1,,,1956.0,,,310266.0,697628.0,2016,387362.0,8578.02,,,60371416001003
10864804,1,,,3.0,4.0,,8,3.0,,,2449.0,2449,,,,,06037,,3,,,,2,34137032,-118456280,21480.0,,,,,,0100,261,LARE15,060371416.001003,12447,3101,27080,96412,0.0,,,,1,,,1963.0,,,149582.0,260467.0,2016,110885.0,3478.06,,,60371416001003
10865180,1,,,2.0,3.0,,8,2.0,,,2034.0,2034,,,,,06037,,2,,,,2,34134841,-118467613,10844.0,1,,,,1,0101,261,LARE15,060371416.003004,12447,3101,27080,96412,0.0,,,,1,,,1956.0,,,80128.0,141826.0,2016,61698.0,1874.99,,,60371416003004
10865203,,,,3.0,4.0,,8,3.0,,,2025.0,2025,,,,,06037,,3,,,,2,34134581,-118468005,9356.0,1,,,,1,0101,261,LARE15,060371416.003004,12447,3101,27080,96412,0.0,,,,1,,,1956.0,,,378682.0,980820.0,2016,602138.0,11884.14,,,60371416003004
10865641,1,,,4.0,5.0,,7,4.0,,,2912.0,2912,,,,,06037,,4,,,,2,34139834,-118475760,18736.0,1,,,,1,0101,261,LARE15,060371415.001022,12447,3101,51906,96412,0.0,,,,1,,,1959.0,,,153979.0,961684.0,2016,807705.0,11824.94,,,60371415001022
10865741,,,,5.0,5.0,,7,5.0,,,3639.0,3639,,,,,06037,,5,,,,2,34134309,-118476317,18412.0,1,,,,1,0101,261,LARE15,060371415.001016,12447,3101,51906,96412,0.0,,,,1,,,1962.0,,,556964.0,1242291.0,2016,685327.0,15205.28,,,60371415001016
10866056,,,,3.0,4.0,,8,3.0,,,3067.0,3067,,,,,06037,,3,,,,2,34147170,-118466699,7770.0,,,,,,0100,261,LAR1,060371416.003001,12447,3101,27080,96412,0.0,,,,1,,,1941.0,,,127133.0,192969.0,2016,65836.0,2591.51,,,60371416003001
10866454,1,,,4.0,4.0,,10,4.0,,,5579.0,5579,,,,,06037,,4,,,,2,34153570,-118479850,22487.0,1,,,,1,0103,261,LARE15,060371414.002008,12447,3101,51906,96426,0.0,,,,1,,,1989.0,,,1226370.0,2114051.0,2016,887681.0,25512.79,,,60371414002008
10866584,1,,,4.0,4.0,,8,4.0,,,3258.0,3258,,,,,06037,,4,,,,2,34152162,-118469098,13804.0,1,,,,1,0101,261,LAR1,060371414.002010,12447,3101,51906,96412,0.0,,,,1,,,1948.0,,,284844.0,703084.0,2016,418240.0,8791.65,Y,15,60371414002010
10866607,1,,,4.0,5.0,,6,4.0,,,2699.0,2699,,,,,06037,,4,,,,2,34151294,-118470240,9001.0,1,,,,1,0101,261,LAR1,060371414.002011,12447,3101,51906,96412,0.0,,,,1,,,1948.0,,,155378.0,212520.0,2016,57142.0,2763.81,,,60371414002011
10866722,1,,,2.0,3.0,,6,2.0,,,1284.0,1284,,,,,06037,,2,,,,2,34154500,-118477000,48138.0,1,,,,1,010E,266,LAR3,060371414.002005,12447,3101,51906,96426,0.0,,,,1,,,1964.0,,,68782.0,123640.0,2016,54858.0,1586.73,,,60371414002005
10866943,,,,4.0,5.0,,8,4.0,,,3788.0,3788,,,,,06037,,4,,,,2,34156762,-118493878,11099.0,1,,,,1,0101,261,LARE9,060371397.012012,12447,3101,51906,96426,0.0,,,,1,,,1926.0,,,294862.0,981460.0,2016,686598.0,12014.65,,,60371397012012
10867035,1,,,2.0,3.0,,7,2.0,,,2639.0,2639,,,,,06037,,2,,,,2,34151217,-118492892,13829.0,1,,,,1,0101,261,LARE15,060371397.014005,12447,3101,51906,96426,0.0,,,,1,,,1957.0,,,179438.0,897192.0,2016,717754.0,10929.93,,,60371397014005
10867058,1,,,4.0,3.0,,9,4.0,,,3163.0,3163,,,,,06037,,4,,,,2,34150385,-118489484,24009.0,1,,,,1,0101,261,LARE15,060371397.022001,12447,3101,51906,96426,0.0,,,,1,,,1961.0,,,162978.0,231093.0,2016,68115.0,3030.79,,,60371397022001
10867196,1,,,3.0,4.0,,7,3.0,,,3052.0,3052,,,,,06037,,3,,,,2,34148680,-118485453,13539.0,1,,,,1,0101,261,LARE15,060371397.022001,12447,3101,51906,96426,0.0,,,,1,,,1962.0,,,138746.0,206861.0,2016,68115.0,2819.73,,,60371397022001
10867680,1,,,4.0,6.0,,7,4.0,,,3458.0,3458,,,,,06037,,4,,,,2,34144254,-118486799,16336.0,1,,,,1,0101,261,LARE15,060371397.022003,12447,3101,51906,96426,0.0,,,,1,,,1961.0,,,513900.0,1725000.0,2016,1211100.0,20836.92,,,60371397022003
10867703,1,,,4.0,4.0,,7,4.0,,,3044.0,3044,,,,,06037,,4,,,,2,34135230,-118490746,8812.0,1,,,,1,0101,261,LARE15,060371397.021005,12447,3101,51906,96426,0.0,,,,1,,,1962.0,,,137090.0,205002.0,2016,67912.0,2830.54,,,60371397021005
10867926,1,,,2.0,3.0,,7,2.0,,,2150.0,2150,,,,,06037,,2,,,,2,34137007,-118485616,21853.0,1,,,,1,0101,261,LARE15,060371415.001001,12447,3101,51906,96426,0.0,,,,1,,,1959.0,,,196544.0,692593.0,2016,496049.0,8663.23,,,60371415001001
10868141,1,,,6.0,5.0,,10,6.0,,,5542.0,5542,,,,,06037,,6,,,,2,34139493,-118480336,36244.0,1,,,,1,0101,261,LARE15,060371415.001001,12447,3101,51906,96426,0.0,,,,1,,,1987.0,,,1066879.0,2884344.0,2016,1817465.0,34861.44,Y,15,60371415001001
10868264,1,,,3.0,4.0,,8,3.0,,,1996.0,1996,,,,,06037,,3,,,,2,34132921,-118502294,14065.0,1,,,,1,0101,261,LARE15,060371397.024019,12447,3101,51906,96426,0.0,,,,1,,,1966.0,,,90880.0,150501.0,2016,59621.0,2078.37,,,60371397024019
10868471,,,,3.0,3.0,,7,3.0,,,2351.0,2351,,,,,06037,,3,,,,2,34133864,-118495100,12996.0,1,,,,1,0101,261,LARE15,060371397.023005,12447,3101,51906,96426,0.0,,,,1,,,1959.0,,,373450.0,622413.0,2016,248963.0,7810.44,,,60371397023005
10868540,1,,,4.0,3.0,,7,4.0,,,2142.0,2142,,,,,06037,,4,,,,2,34140448,-118496618,18431.0,1,,,,1,0101,261,LARE15,060371397.024019,12447,3101,51906,96426,0.0,,,,1,,,1955.0,,,310971.0,1294443.0,2016,983472.0,15736.05,,,60371397024019
10869153,1,,,3.0,5.0,,7,3.0,,,2600.0,2600,,,,,06037,,3,,,,2,34152374,-118501832,13625.0,1,,,,1,0101,261,LARA,060371397.013005,12447,3101,51906,96426,0.0,,,,1,,,1962.0,,,119894.0,191943.0,2016,72049.0,2523.39,,,60371397013005
10869222,1,,,3.0,4.0,,7,3.0,,,2530.0,2530,,,,,06037,,3,,,,2,34159141,-118510888,12234.0,1,,,,1,0101,261,LARA,060371396.001008,12447,3101,51906,96349,0.0,,,,1,,,1955.0,,,318724.0,1028145.0,2016,709421.0,12509.95,,,60371396001008
10870051,,,,3.0,3.0,,8,3.0,,,2543.0,2543,,,,,06037,,3,,,,2,34147739,-118501317,20565.0,1,,,,1,0101,261,LARA,060371397.024011,12447,3101,51906,96426,0.0,,,,1,,,1956.0,,,102707.0,170619.0,2016,67912.0,2361.55,,,60371397024011
10870481,,,,4.0,3.0,,7,4.0,,,2699.0,2699,,,,,06037,,4,,,,2,34143236,-118491413,14937.0,1,,,,1,0101,261,LARE15,060371397.021003,12447,3101,51906,96426,0.0,,,,1,,,1960.0,,,463622.0,772697.0,2016,309075.0,9559.28,,,60371397021003
10870581,1,,,5.0,5.0,,7,5.0,,,3413.0,3413,,,,,06037,,5,,,,2,34137692,-118493078,15624.0,1,,,,1,0101,261,LARE15,060371397.023002,12447,3101,51906,96426,0.0,,,,1,,,1973.0,,,378802.0,987449.0,2016,608647.0,12154.53,,,60371397023002
10870650,1,,,4.0,4.0,,11,4.0,,,4905.0,4905,,,,,06037,,4,,,,2,34133664,-118491623,24172.0,1,,,,1,0101,261,LARE15,060371397.023002,12447,3101,51906,96426,0.0,,,,1,,,1982.0,,,723141.0,1202657.0,2016,479516.0,14900.72,,,60371397023002
10870696,1,,,2.0,3.0,,7,2.0,,,1982.0,1982,,,,,06037,,2,,,,2,34135009,-118486957,13133.0,1,,,,1,0101,261,LARE15,060371397.023001,12447,3101,51906,96426,0.0,,,,1,,,1958.0,,,202523.0,1012637.0,2016,810114.0,12362.04,,,60371397023001
10870842,,,,2.0,4.0,,8,2.0,,,1800.0,1800,,,,,06037,,2,,,,2,34220110,-118424397,8099.0,,,,,,0100,261,LARS,060371197.002016,12447,3101,268002,96411,0.0,,,,1,,,1960.0,,,164000.0,469000.0,2016,305000.0,5745.26,,,60371197002016
10871547,,,,2.0,3.0,,6,2.0,,,1286.0,1286,,,,,06037,,2,,,,2,34211621,-118420669,7534.0,,,,,,0100,261,LARS,060371220.002008,12447,3101,41131,96450,0.0,,,,1,,,1956.0,,,92258.0,206241.0,2016,113983.0,2606.76,,,60371220002008
10871670,,,,1.0,3.0,,4,1.0,,,1036.0,1036,,,,,06037,,1,,,,7,34215042,-118418300,7877.0,,,,,,0100,261,LARS,060371220.002001,12447,3101,41131,96450,0.0,,,,1,,,1955.0,,,75000.0,376000.0,2016,301000.0,4622.15,,,60371220002001
10871854,,,,2.0,3.0,,8,2.0,,,1692.0,1692,,,,,06037,,2,,,,2,34211727,-118415061,6977.0,,,,,,0100,261,LAR1,060371220.002007,12447,3101,41131,96450,0.0,,,,1,,,1963.0,,,146079.0,207836.0,2016,61757.0,2614.93,,,60371220002007
10871953,,,,2.0,3.0,,8,2.0,,,1735.0,1735,,,,,06037,,2,,,,2,34208496,-118413691,5585.0,,,,,,0100,261,LAR1,060371220.002006,12447,3101,41131,96450,0.0,,,,1,,,1965.0,,,51547.0,83621.0,2016,32074.0,1119.06,,,60371220002006
10872327,,,,3.0,5.0,,8,3.0,,,1917.0,1917,,,,,06037,,3,,,,2,34219233,-118414824,7237.0,,,,,,0100,261,LAR1,060371220.001001,12447,3101,41131,96450,0.0,,,,1,,,1954.0,,,155330.0,538477.0,2016,383147.0,6656.33,,,60371220001001
10872726,,,,2.0,4.0,,6,2.0,,,1430.0,1430,,,,,06037,,2,,,,7,34217537,-118409900,6983.0,,,,,,0100,261,LAR1,060371216.001006,12447,3101,41131,96450,0.0,,,,1,,,1953.0,,,91000.0,447000.0,2016,356000.0,5393.83,,,60371216001006
10873171,,,,2.0,3.0,,8,2.0,,,1450.0,1450,,,,,06037,,2,,,,2,34207313,-118410707,6092.0,,,,,,0100,261,LAR1,060371216.002001,12447,3101,41131,96450,0.0,,,,1,,,1956.0,,,113700.0,477000.0,2016,363300.0,5744.5,,,60371216002001
10873724,,,,2.0,3.0,,6,2.0,,,1298.0,1298,,,,,06037,,2,,,,2,34209658,-118397489,8514.0,,,,,,0100,261,LAR1,060371210.202000,12447,3101,41131,96450,0.0,,,,1,,,1955.0,,,157233.0,262053.0,2016,104820.0,3197.39,,,60371210202000
10873854,1,,,2.0,3.0,,8,2.0,,,1169.0,1169,,,,,06037,,2,,,,2,34205200,-118401000,203434.0,1,,,,1,010C,266,LAR3,060371233.012000,12447,3101,41131,96450,0.0,,,,1,,,1979.0,,,95225.0,166514.0,2016,71289.0,2107.18,,,60371233012000
10874445,1,,,2.0,3.0,,6,2.0,,,1412.0,1412,,,,,06037,,2,,,,2,34218528,-118405104,6001.0,,,,,,0100,261,LAR1,060371210.103000,12447,3101,41131,96450,0.0,,,,1,,,1953.0,,,128502.0,212324.0,2016,83822.0,2587.09,,,60371210103000
10874514,,,,2.0,3.0,,6,2.0,,,1357.0,1357,,,,,06037,,2,,,,7,34214639,-118405989,7061.0,,,,,,0100,261,LAR1,060371210.203003,12447,3101,41131,96450,0.0,,,,1,,,1953.0,,,104023.0,348476.0,2016,244453.0,4300.29,,,60371210203003
10874829,,,,2.0,5.0,,4,2.0,,,1716.0,1716,,,,,06037,,2,,,,7,34217368,-118401386,8104.0,,,,,,0100,261,LARS,060371210.101005,12447,3101,41131,96450,0.0,,,,1,,,1948.0,,,71614.0,102652.0,2016,31038.0,1311.39,,,60371210101005
10874975,,,,1.0,3.0,,4,1.0,,,1037.0,1037,,,,,06037,,1,,,,7,34219771,-118399211,6501.0,,,,,,0100,261,LAR1,060371210.102005,12447,3101,41131,96450,0.0,,,,1,,,1949.0,,,101501.0,198013.0,2016,96512.0,2488.53,,,60371210102005
10875075,,,,1.0,3.0,,4,1.0,,,1008.0,1008,,,,,06037,,1,,,,7,34213576,-118398150,7799.0,,,,,,0100,261,LARS,060371210.201002,12447,3101,41131,96450,0.0,,,,1,,,1948.0,,,29177.0,59387.0,2016,30210.0,846.5,,,60371210201002
